species,length,weight,w_l_ratio,species_Encoded,lengthNorm,weightNorm,cluster
Otolithoides biauritus,19.36,3.18,0.16,2,0.670103092783505,0.4296577946768062,1
Otolithoides biauritus,17.86,3.26,0.18,2,0.5927835051546391,0.46007604562737636,1
Otolithoides biauritus,18.72,3.19,0.17,2,0.6371134020618556,0.4334600760456274,1
Otolithoides biauritus,19.0,3.18,0.17,2,0.6515463917525772,0.4296577946768062,1
Otolithoides biauritus,19.55,3.19,0.16,2,0.6798969072164949,0.4334600760456274,1
Otolithoides biauritus,19.06,3.26,0.17,2,0.6546391752577319,0.46007604562737636,1
Otolithoides biauritus,17.56,3.19,0.18,2,0.5773195876288659,0.4334600760456274,1
Otolithoides biauritus,18.0,3.25,0.18,2,0.5999999999999999,0.45627376425855515,1
Otolithoides biauritus,16.99,3.2,0.19,2,0.5479381443298967,0.43726235741444885,1
Otolithoides biauritus,16.9,3.14,0.19,2,0.5432989690721648,0.4144486692015211,1
Otolithoides biauritus,19.3,3.32,0.17,2,0.6670103092783506,0.4828897338403043,1
Otolithoides biauritus,20.22,3.22,0.16,2,0.7144329896907216,0.4448669201520915,1
Otolithoides biauritus,19.16,3.32,0.17,2,0.6597938144329896,0.4828897338403043,1
Otolithoides biauritus,18.62,3.2,0.17,2,0.6319587628865979,0.43726235741444885,1
Otolithoides biauritus,18.63,3.11,0.17,2,0.6324742268041237,0.40304182509505704,1
Otolithoides biauritus,18.53,3.3,0.18,2,0.627319587628866,0.47528517110266166,1
Otolithoides biauritus,19.83,3.36,0.17,2,0.6943298969072165,0.4980988593155894,1
Otolithoides biauritus,18.25,3.23,0.18,2,0.6128865979381444,0.4486692015209127,1
Otolithoides biauritus,17.94,3.2,0.18,2,0.5969072164948455,0.43726235741444885,1
Otolithoides biauritus,17.37,3.17,0.18,2,0.5675257731958763,0.42585551330798477,1
Otolithoides biauritus,18.2,3.16,0.17,2,0.6103092783505153,0.42205323193916355,1
Otolithoides biauritus,18.02,3.22,0.18,2,0.6010309278350514,0.4448669201520915,1
Otolithoides biauritus,18.67,3.18,0.17,2,0.6345360824742268,0.4296577946768062,1
Otolithoides biauritus,17.44,3.07,0.18,2,0.5711340206185567,0.38783269961977196,1
Otolithoides biauritus,20.86,3.23,0.15,2,0.7474226804123711,0.4486692015209127,1
Otolithoides biauritus,18.16,3.27,0.18,2,0.6082474226804124,0.4638783269961978,1
Otolithoides biauritus,19.39,3.22,0.17,2,0.6716494845360825,0.4448669201520915,1
Otolithoides biauritus,18.89,3.23,0.17,2,0.6458762886597937,0.4486692015209127,1
Otolithoides biauritus,20.8,3.24,0.16,2,0.7443298969072165,0.45247148288973393,1
Otolithoides biauritus,16.52,3.17,0.19,2,0.5237113402061855,0.42585551330798477,1
Otolithoides biauritus,18.11,3.14,0.17,2,0.6056701030927834,0.4144486692015211,1
Otolithoides biauritus,17.38,3.13,0.18,2,0.568041237113402,0.4106463878326997,1
Otolithoides biauritus,17.98,3.17,0.18,2,0.5989690721649483,0.42585551330798477,1
Otolithoides biauritus,19.39,3.24,0.17,2,0.6716494845360825,0.45247148288973393,1
Otolithoides biauritus,16.25,3.17,0.19,2,0.5097938144329897,0.42585551330798477,1
Otolithoides biauritus,18.39,3.25,0.18,2,0.6201030927835052,0.45627376425855515,1
Otolithoides biauritus,16.98,3.11,0.18,2,0.5474226804123712,0.40304182509505704,1
Otolithoides biauritus,17.82,3.02,0.17,2,0.590721649484536,0.36882129277566544,1
Otolithoides biauritus,17.95,3.22,0.18,2,0.597422680412371,0.4448669201520915,1
Otolithoides biauritus,18.71,3.13,0.17,2,0.6365979381443299,0.4106463878326997,1
Otolithoides biauritus,18.35,3.16,0.17,2,0.6180412371134021,0.42205323193916355,1
Otolithoides biauritus,19.04,3.2,0.17,2,0.6536082474226803,0.43726235741444885,1
Otolithoides biauritus,17.02,3.21,0.19,2,0.549484536082474,0.44106463878327007,1
Otolithoides biauritus,16.65,3.06,0.18,2,0.5304123711340205,0.38403041825095074,1
Otolithoides biauritus,17.78,3.18,0.18,2,0.5886597938144329,0.4296577946768062,1
Otolithoides biauritus,21.24,3.31,0.16,2,0.7670103092783505,0.4790874524714831,1
Otolithoides biauritus,18.34,3.11,0.17,2,0.6175257731958763,0.40304182509505704,1
Otolithoides biauritus,19.08,3.3,0.17,2,0.6556701030927834,0.47528517110266166,1
Otolithoides biauritus,21.08,3.24,0.15,2,0.7587628865979381,0.45247148288973393,1
Otolithoides biauritus,19.28,3.26,0.17,2,0.665979381443299,0.46007604562737636,1
Otolithoides biauritus,18.2,3.24,0.18,2,0.6103092783505153,0.45247148288973393,1
Otolithoides biauritus,20.21,3.29,0.16,2,0.713917525773196,0.47148288973384045,1
Otolithoides biauritus,18.48,3.19,0.17,2,0.6247422680412371,0.4334600760456274,1
Otolithoides biauritus,20.13,3.24,0.16,2,0.7097938144329896,0.45247148288973393,1
Otolithoides biauritus,17.6,3.22,0.18,2,0.579381443298969,0.4448669201520915,1
Otolithoides biauritus,17.86,3.18,0.18,2,0.5927835051546391,0.4296577946768062,1
Otolithoides biauritus,16.82,3.06,0.18,2,0.5391752577319586,0.38403041825095074,1
Otolithoides biauritus,16.42,3.09,0.19,2,0.5185567010309278,0.3954372623574144,1
Otolithoides biauritus,17.87,3.21,0.18,2,0.5932989690721651,0.44106463878327007,1
Otolithoides biauritus,18.88,3.21,0.17,2,0.645360824742268,0.44106463878327007,1
Otolithoides biauritus,18.98,3.28,0.17,2,0.6505154639175257,0.467680608365019,1
Otolithoides biauritus,18.65,3.2,0.17,2,0.6335051546391752,0.43726235741444885,1
Otolithoides biauritus,20.07,3.24,0.16,2,0.706701030927835,0.45247148288973393,1
Otolithoides biauritus,19.01,3.14,0.17,2,0.6520618556701032,0.4144486692015211,1
Otolithoides biauritus,21.36,3.34,0.16,2,0.7731958762886597,0.49049429657794674,1
Otolithoides biauritus,18.15,3.29,0.18,2,0.6077319587628864,0.47148288973384045,1
Otolithoides biauritus,18.69,3.3,0.18,2,0.6355670103092783,0.47528517110266166,1
Otolithoides biauritus,18.27,3.15,0.17,2,0.6139175257731957,0.41825095057034234,1
Otolithoides biauritus,16.96,3.06,0.18,2,0.5463917525773196,0.38403041825095074,1
Otolithoides biauritus,16.31,3.08,0.19,2,0.5128865979381443,0.3916349809885932,1
Otolithoides biauritus,18.22,3.16,0.17,2,0.6113402061855668,0.42205323193916355,1
Otolithoides biauritus,20.22,3.16,0.16,2,0.7144329896907216,0.42205323193916355,1
Otolithoides biauritus,17.42,3.08,0.18,2,0.5701030927835051,0.3916349809885932,1
Otolithoides biauritus,19.11,3.27,0.17,2,0.6572164948453607,0.4638783269961978,1
Otolithoides biauritus,18.66,3.06,0.16,2,0.634020618556701,0.38403041825095074,1
Otolithoides biauritus,19.3,3.3,0.17,2,0.6670103092783506,0.47528517110266166,1
Otolithoides biauritus,16.39,3.17,0.19,2,0.5170103092783505,0.42585551330798477,1
Otolithoides biauritus,19.55,3.2,0.16,2,0.6798969072164949,0.43726235741444885,1
Otolithoides biauritus,19.47,3.23,0.17,2,0.6757731958762887,0.4486692015209127,1
Otolithoides biauritus,17.41,3.11,0.18,2,0.5695876288659794,0.40304182509505704,1
Otolithoides biauritus,18.59,3.22,0.17,2,0.6304123711340206,0.4448669201520915,1
Otolithoides biauritus,17.89,3.19,0.18,2,0.5943298969072164,0.4334600760456274,1
Otolithoides biauritus,19.68,3.17,0.16,2,0.6865979381443299,0.42585551330798477,1
Otolithoides biauritus,19.43,3.26,0.17,2,0.6737113402061856,0.46007604562737636,1
Otolithoides biauritus,19.26,3.14,0.16,2,0.6649484536082475,0.4144486692015211,1
Otolithoides biauritus,19.72,3.31,0.17,2,0.688659793814433,0.4790874524714831,1
Otolithoides biauritus,18.7,3.15,0.17,2,0.6360824742268041,0.41825095057034234,1
Otolithoides biauritus,17.38,3.17,0.18,2,0.568041237113402,0.42585551330798477,1
Otolithoides biauritus,17.39,3.11,0.18,2,0.5685567010309278,0.40304182509505704,1
Otolithoides biauritus,18.17,3.12,0.17,2,0.6087628865979382,0.4068441064638785,1
Otolithoides biauritus,19.14,3.32,0.17,2,0.658762886597938,0.4828897338403043,1
Otolithoides biauritus,16.77,3.15,0.19,2,0.5365979381443298,0.41825095057034234,1
Otolithoides biauritus,19.17,3.26,0.17,2,0.6603092783505156,0.46007604562737636,1
Otolithoides biauritus,18.17,3.2,0.18,2,0.6087628865979382,0.43726235741444885,1
Otolithoides biauritus,17.78,3.19,0.18,2,0.5886597938144329,0.4334600760456274,1
Otolithoides biauritus,17.39,3.21,0.18,2,0.5685567010309278,0.44106463878327007,1
Otolithoides biauritus,20.39,3.41,0.17,2,0.7231958762886599,0.5171102661596959,1
Otolithoides biauritus,17.65,3.16,0.18,2,0.5819587628865979,0.42205323193916355,1
Otolithoides biauritus,16.92,3.17,0.19,2,0.5443298969072166,0.42585551330798477,1
Otolithoides biauritus,18.08,3.11,0.17,2,0.604123711340206,0.40304182509505704,1
Otolithoides biauritus,20.27,3.36,0.17,2,0.7170103092783504,0.4980988593155894,1
Otolithoides biauritus,17.0,3.12,0.18,2,0.5484536082474227,0.4068441064638785,1
Otolithoides biauritus,18.02,3.2,0.18,2,0.6010309278350514,0.43726235741444885,1
Otolithoides biauritus,20.38,3.25,0.16,2,0.7226804123711339,0.45627376425855515,1
Otolithoides biauritus,17.56,3.18,0.18,2,0.5773195876288659,0.4296577946768062,1
Otolithoides biauritus,17.89,3.16,0.18,2,0.5943298969072164,0.42205323193916355,1
Otolithoides biauritus,18.57,3.28,0.18,2,0.6293814432989691,0.467680608365019,1
Otolithoides biauritus,17.26,3.16,0.18,2,0.5618556701030928,0.42205323193916355,1
Otolithoides biauritus,19.83,3.23,0.16,2,0.6943298969072165,0.4486692015209127,1
Otolithoides biauritus,21.24,3.16,0.15,2,0.7670103092783505,0.42205323193916355,1
Otolithoides biauritus,19.1,3.19,0.17,2,0.6567010309278352,0.4334600760456274,1
Otolithoides biauritus,17.31,3.12,0.18,2,0.5644329896907216,0.4068441064638785,1
Otolithoides biauritus,17.25,3.26,0.19,2,0.561340206185567,0.46007604562737636,1
Otolithoides biauritus,19.42,3.18,0.16,2,0.6731958762886598,0.4296577946768062,1
Otolithoides biauritus,18.14,3.15,0.17,2,0.6072164948453609,0.41825095057034234,1
Otolithoides biauritus,20.93,3.33,0.16,2,0.7510309278350515,0.48669201520912553,1
Otolithoides biauritus,18.68,3.23,0.17,2,0.6350515463917525,0.4486692015209127,1
Otolithoides biauritus,18.96,3.31,0.17,2,0.6494845360824741,0.4790874524714831,1
Otolithoides biauritus,20.29,3.25,0.16,2,0.718041237113402,0.45627376425855515,1
Otolithoides biauritus,18.3,3.18,0.17,2,0.6154639175257732,0.4296577946768062,1
Otolithoides biauritus,19.49,3.19,0.16,2,0.67680412371134,0.4334600760456274,1
Otolithoides biauritus,18.42,3.16,0.17,2,0.6216494845360825,0.42205323193916355,1
Otolithoides biauritus,18.1,3.18,0.18,2,0.6051546391752578,0.4296577946768062,1
Otolithoides biauritus,17.84,3.17,0.18,2,0.5917525773195875,0.42585551330798477,1
Otolithoides biauritus,20.58,3.19,0.16,2,0.7329896907216493,0.4334600760456274,1
Otolithoides biauritus,19.03,3.2,0.17,2,0.6530927835051545,0.43726235741444885,1
Otolithoides biauritus,19.65,3.24,0.16,2,0.6850515463917526,0.45247148288973393,1
Otolithoides biauritus,17.67,3.12,0.18,2,0.5829896907216496,0.4068441064638785,1
Otolithoides biauritus,16.85,3.1,0.18,2,0.5407216494845362,0.3992395437262358,1
Otolithoides biauritus,18.73,3.21,0.17,2,0.6376288659793814,0.44106463878327007,1
Otolithoides biauritus,16.19,3.13,0.19,2,0.506701030927835,0.4106463878326997,1
Otolithoides biauritus,17.69,3.18,0.18,2,0.584020618556701,0.4296577946768062,1
Otolithoides biauritus,20.96,3.4,0.16,2,0.7525773195876289,0.5133079847908747,1
Otolithoides biauritus,18.2,3.15,0.17,2,0.6103092783505153,0.41825095057034234,1
Otolithoides biauritus,16.5,3.17,0.19,2,0.5226804123711339,0.42585551330798477,1
Otolithoides biauritus,17.13,3.21,0.19,2,0.5551546391752575,0.44106463878327007,1
Otolithoides biauritus,19.71,3.21,0.16,2,0.6881443298969072,0.44106463878327007,1
Otolithoides biauritus,18.09,3.26,0.18,2,0.6046391752577318,0.46007604562737636,1
Otolithoides biauritus,19.02,3.2,0.17,2,0.6525773195876288,0.43726235741444885,1
Otolithoides biauritus,20.83,3.19,0.15,2,0.7458762886597938,0.4334600760456274,1
Otolithoides biauritus,20.54,3.35,0.16,2,0.7309278350515462,0.4942965779467682,1
Otolithoides biauritus,17.62,3.18,0.18,2,0.5804123711340206,0.4296577946768062,1
Otolithoides biauritus,18.67,3.27,0.18,2,0.6345360824742268,0.4638783269961978,1
Otolithoides biauritus,18.05,3.21,0.18,2,0.602577319587629,0.44106463878327007,1
Otolithoides biauritus,17.02,3.08,0.18,2,0.549484536082474,0.3916349809885932,1
Otolithoides biauritus,16.54,3.09,0.19,2,0.524742268041237,0.3954372623574144,1
Otolithoides biauritus,17.87,3.25,0.18,2,0.5932989690721651,0.45627376425855515,1
Otolithoides biauritus,17.93,3.15,0.18,2,0.5963917525773195,0.41825095057034234,1
Otolithoides biauritus,20.11,3.25,0.16,2,0.7087628865979381,0.45627376425855515,1
Otolithoides biauritus,17.87,3.11,0.17,2,0.5932989690721651,0.40304182509505704,1
Otolithoides biauritus,21.95,3.35,0.15,2,0.8036082474226804,0.4942965779467682,1
Otolithoides biauritus,16.99,3.07,0.18,2,0.5479381443298967,0.38783269961977196,1
Otolithoides biauritus,18.64,3.24,0.17,2,0.6329896907216495,0.45247148288973393,1
Otolithoides biauritus,16.96,3.14,0.19,2,0.5463917525773196,0.4144486692015211,1
Otolithoides biauritus,18.29,3.17,0.17,2,0.6149484536082472,0.42585551330798477,1
Otolithoides biauritus,16.64,3.11,0.19,2,0.5298969072164947,0.40304182509505704,1
Otolithoides biauritus,17.94,3.14,0.18,2,0.5969072164948455,0.4144486692015211,1
Otolithoides biauritus,20.08,3.21,0.16,2,0.7072164948453608,0.44106463878327007,1
Otolithoides biauritus,20.04,3.21,0.16,2,0.7051546391752577,0.44106463878327007,1
Otolithoides biauritus,17.15,3.17,0.18,2,0.5561855670103091,0.42585551330798477,1
Otolithoides biauritus,20.39,3.14,0.15,2,0.7231958762886599,0.4144486692015211,1
Otolithoides biauritus,18.58,3.23,0.17,2,0.6298969072164946,0.4486692015209127,1
Otolithoides biauritus,16.61,3.17,0.19,2,0.5283505154639174,0.42585551330798477,1
Otolithoides biauritus,20.0,3.12,0.16,2,0.7030927835051546,0.4068441064638785,1
Otolithoides biauritus,20.69,3.21,0.16,2,0.738659793814433,0.44106463878327007,1
Otolithoides biauritus,19.02,3.33,0.18,2,0.6525773195876288,0.48669201520912553,1
Otolithoides biauritus,17.44,3.2,0.18,2,0.5711340206185567,0.43726235741444885,1
Otolithoides biauritus,18.32,3.24,0.18,2,0.6164948453608248,0.45247148288973393,1
Otolithoides biauritus,18.85,3.15,0.17,2,0.6438144329896907,0.41825095057034234,1
Otolithoides biauritus,19.55,3.26,0.17,2,0.6798969072164949,0.46007604562737636,1
Otolithoides biauritus,19.94,3.19,0.16,2,0.7,0.4334600760456274,1
Otolithoides biauritus,18.75,3.26,0.17,2,0.6386597938144329,0.46007604562737636,1
Otolithoides biauritus,16.73,3.14,0.19,2,0.5345360824742267,0.4144486692015211,1
Otolithoides biauritus,16.85,3.18,0.19,2,0.5407216494845362,0.4296577946768062,1
Otolithoides biauritus,17.98,3.21,0.18,2,0.5989690721649483,0.44106463878327007,1
Otolithoides biauritus,17.97,3.18,0.18,2,0.5984536082474226,0.4296577946768062,1
Otolithoides biauritus,20.82,3.37,0.16,2,0.7453608247422681,0.5019011406844108,1
Otolithoides biauritus,20.55,3.21,0.16,2,0.7314432989690722,0.44106463878327007,1
Otolithoides biauritus,20.43,3.31,0.16,2,0.725257731958763,0.4790874524714831,1
Otolithoides biauritus,18.97,3.31,0.17,2,0.6499999999999999,0.4790874524714831,1
Otolithoides biauritus,20.2,3.24,0.16,2,0.71340206185567,0.45247148288973393,1
Otolithoides biauritus,19.5,3.31,0.17,2,0.677319587628866,0.4790874524714831,1
Otolithoides biauritus,18.11,3.23,0.18,2,0.6056701030927834,0.4486692015209127,1
Otolithoides biauritus,17.98,3.2,0.18,2,0.5989690721649483,0.43726235741444885,1
Otolithoides biauritus,17.48,3.14,0.18,2,0.5731958762886598,0.4144486692015211,1
Otolithoides biauritus,19.24,3.27,0.17,2,0.6639175257731957,0.4638783269961978,1
Otolithoides biauritus,19.08,3.19,0.17,2,0.6556701030927834,0.4334600760456274,1
Otolithoides biauritus,17.35,3.14,0.18,2,0.5664948453608247,0.4144486692015211,1
Otolithoides biauritus,17.03,3.21,0.19,2,0.55,0.44106463878327007,1
Otolithoides biauritus,16.68,3.11,0.19,2,0.5319587628865978,0.40304182509505704,1
Otolithoides biauritus,17.78,3.2,0.18,2,0.5886597938144329,0.43726235741444885,1
Otolithoides biauritus,19.32,3.2,0.17,2,0.6680412371134021,0.43726235741444885,1
Otolithoides biauritus,19.99,3.18,0.16,2,0.7025773195876288,0.4296577946768062,1
Otolithoides biauritus,17.72,3.03,0.17,2,0.5855670103092783,0.37262357414448666,1
Otolithoides biauritus,17.33,3.19,0.18,2,0.565463917525773,0.4334600760456274,1
Otolithoides biauritus,16.73,3.18,0.19,2,0.5345360824742267,0.4296577946768062,1
Otolithoides biauritus,17.74,3.16,0.18,2,0.5865979381443298,0.42205323193916355,1
Otolithoides biauritus,17.77,3.16,0.18,2,0.5881443298969071,0.42205323193916355,1
Otolithoides biauritus,18.46,3.16,0.17,2,0.6237113402061856,0.42205323193916355,1
Otolithoides biauritus,18.26,3.22,0.18,2,0.6134020618556701,0.4448669201520915,1
Otolithoides biauritus,16.65,3.08,0.18,2,0.5304123711340205,0.3916349809885932,1
Otolithoides biauritus,18.98,3.23,0.17,2,0.6505154639175257,0.4486692015209127,1
Otolithoides biauritus,18.39,3.18,0.17,2,0.6201030927835052,0.4296577946768062,1
Otolithoides biauritus,16.91,3.1,0.18,2,0.5438144329896908,0.3992395437262358,1
Otolithoides biauritus,21.79,3.27,0.15,2,0.7953608247422681,0.4638783269961978,1
Otolithoides biauritus,18.5,3.19,0.17,2,0.6257731958762887,0.4334600760456274,1
Otolithoides biauritus,17.8,3.09,0.17,2,0.5896907216494844,0.3954372623574144,1
Otolithoides biauritus,20.47,3.13,0.15,2,0.7273195876288658,0.4106463878326997,1
Otolithoides biauritus,18.91,3.2,0.17,2,0.6469072164948453,0.43726235741444885,1
Otolithoides biauritus,20.18,3.29,0.16,2,0.7123711340206185,0.47148288973384045,1
Otolithoides biauritus,18.23,3.24,0.18,2,0.6118556701030928,0.45247148288973393,1
Otolithoides biauritus,17.88,3.18,0.18,2,0.5938144329896906,0.4296577946768062,1
Otolithoides biauritus,16.72,3.04,0.18,2,0.5340206185567009,0.3764258555133081,1
Otolithoides biauritus,19.63,3.32,0.17,2,0.684020618556701,0.4828897338403043,1
Otolithoides biauritus,17.39,3.1,0.18,2,0.5685567010309278,0.3992395437262358,1
Otolithoides biauritus,19.56,3.23,0.17,2,0.6804123711340206,0.4486692015209127,1
Otolithoides biauritus,17.32,3.16,0.18,2,0.5649484536082474,0.42205323193916355,1
Otolithoides biauritus,19.38,3.2,0.17,2,0.6711340206185565,0.43726235741444885,1
Otolithoides biauritus,19.88,3.31,0.17,2,0.6969072164948453,0.4790874524714831,1
Otolithoides biauritus,18.09,3.16,0.17,2,0.6046391752577318,0.42205323193916355,1
Otolithoides biauritus,17.68,3.13,0.18,2,0.5835051546391752,0.4106463878326997,1
Otolithoides biauritus,20.45,3.3,0.16,2,0.7262886597938143,0.47528517110266166,1
Otolithoides biauritus,18.25,3.15,0.17,2,0.6128865979381444,0.41825095057034234,1
Otolithoides biauritus,19.33,3.16,0.16,2,0.6685567010309277,0.42205323193916355,1
Otolithoides biauritus,19.52,3.26,0.17,2,0.6783505154639176,0.46007604562737636,1
Otolithoides biauritus,17.32,3.2,0.18,2,0.5649484536082474,0.43726235741444885,1
Otolithoides biauritus,19.08,3.21,0.17,2,0.6556701030927834,0.44106463878327007,1
Otolithoides biauritus,18.07,3.14,0.17,2,0.6036082474226803,0.4144486692015211,1
Otolithoides biauritus,17.63,3.16,0.18,2,0.5809278350515463,0.42205323193916355,1
Otolithoides biauritus,18.95,3.21,0.17,2,0.6489690721649484,0.44106463878327007,1
Otolithoides biauritus,18.4,3.2,0.17,2,0.6206185567010307,0.43726235741444885,1
Otolithoides biauritus,20.18,3.22,0.16,2,0.7123711340206185,0.4448669201520915,1
Otolithoides biauritus,19.63,3.22,0.16,2,0.684020618556701,0.4448669201520915,1
Otolithoides biauritus,17.11,3.11,0.18,2,0.5541237113402062,0.40304182509505704,1
Otolithoides biauritus,17.5,3.13,0.18,2,0.5742268041237113,0.4106463878326997,1
Otolithoides biauritus,17.69,3.27,0.18,2,0.584020618556701,0.4638783269961978,1
Otolithoides biauritus,18.16,3.16,0.17,2,0.6082474226804124,0.42205323193916355,1
Otolithoides biauritus,19.26,3.19,0.17,2,0.6649484536082475,0.4334600760456274,1
Otolithoides biauritus,18.83,3.16,0.17,2,0.6427835051546391,0.42205323193916355,1
Otolithoides biauritus,19.28,3.21,0.17,2,0.665979381443299,0.44106463878327007,1
Otolithoides biauritus,21.33,3.16,0.15,2,0.7716494845360824,0.42205323193916355,1
Otolithoides biauritus,18.53,3.2,0.17,2,0.627319587628866,0.43726235741444885,1
Otolithoides biauritus,16.45,3.13,0.19,2,0.5201030927835051,0.4106463878326997,1
Otolithoides biauritus,19.16,3.08,0.16,2,0.6597938144329896,0.3916349809885932,1
Otolithoides biauritus,18.19,3.19,0.18,2,0.6097938144329897,0.4334600760456274,1
Otolithoides biauritus,18.4,3.18,0.17,2,0.6206185567010307,0.4296577946768062,1
Otolithoides biauritus,19.42,3.26,0.17,2,0.6731958762886598,0.46007604562737636,1
Otolithoides biauritus,20.1,3.33,0.17,2,0.7082474226804125,0.48669201520912553,1
Otolithoides biauritus,19.08,3.22,0.17,2,0.6556701030927834,0.4448669201520915,1
Otolithoides biauritus,17.13,3.23,0.19,2,0.5551546391752575,0.4486692015209127,1
Otolithoides biauritus,17.65,3.17,0.18,2,0.5819587628865979,0.42585551330798477,1
Otolithoides biauritus,18.22,3.07,0.17,2,0.6113402061855668,0.38783269961977196,1
Otolithoides biauritus,20.15,3.29,0.16,2,0.7108247422680412,0.47148288973384045,1
Otolithoides biauritus,20.94,3.35,0.16,2,0.7515463917525773,0.4942965779467682,1
Otolithoides biauritus,18.32,3.21,0.18,2,0.6164948453608248,0.44106463878327007,1
Otolithoides biauritus,17.57,3.26,0.19,2,0.5778350515463917,0.46007604562737636,1
Otolithoides biauritus,19.08,3.2,0.17,2,0.6556701030927834,0.43726235741444885,1
Otolithoides biauritus,17.26,3.15,0.18,2,0.5618556701030928,0.41825095057034234,1
Otolithoides biauritus,19.94,3.25,0.16,2,0.7,0.45627376425855515,1
Otolithoides biauritus,17.48,3.15,0.18,2,0.5731958762886598,0.41825095057034234,1
Otolithoides biauritus,17.45,3.21,0.18,2,0.5716494845360824,0.44106463878327007,1
Otolithoides biauritus,17.47,3.15,0.18,2,0.572680412371134,0.41825095057034234,1
Otolithoides biauritus,15.72,3.07,0.2,2,0.4824742268041237,0.38783269961977196,1
Otolithoides biauritus,18.07,3.23,0.18,2,0.6036082474226803,0.4486692015209127,1
Otolithoides biauritus,17.6,3.04,0.17,2,0.579381443298969,0.3764258555133081,1
Otolithoides biauritus,20.14,3.17,0.16,2,0.7103092783505154,0.42585551330798477,1
Otolithoides biauritus,18.07,3.22,0.18,2,0.6036082474226803,0.4448669201520915,1
Otolithoides biauritus,19.8,3.26,0.16,2,0.6927835051546392,0.46007604562737636,1
Otolithoides biauritus,17.56,3.2,0.18,2,0.5773195876288659,0.43726235741444885,1
Otolithoides biauritus,19.79,3.23,0.16,2,0.6922680412371134,0.4486692015209127,1
Otolithoides biauritus,20.04,3.23,0.16,2,0.7051546391752577,0.4486692015209127,1
Otolithoides biauritus,16.69,3.19,0.19,2,0.5324742268041238,0.4334600760456274,1
Otolithoides biauritus,20.79,3.29,0.16,2,0.7438144329896907,0.47148288973384045,1
Otolithoides biauritus,17.93,3.19,0.18,2,0.5963917525773195,0.4334600760456274,1
Otolithoides biauritus,17.71,3.09,0.17,2,0.5850515463917525,0.3954372623574144,1
Otolithoides biauritus,18.59,3.28,0.18,2,0.6304123711340206,0.467680608365019,1
Otolithoides biauritus,18.08,3.21,0.18,2,0.604123711340206,0.44106463878327007,1
Otolithoides biauritus,18.66,3.21,0.17,2,0.634020618556701,0.44106463878327007,1
Otolithoides biauritus,17.55,3.16,0.18,2,0.5768041237113402,0.42205323193916355,1
Otolithoides biauritus,16.32,3.17,0.19,2,0.51340206185567,0.42585551330798477,1
Otolithoides biauritus,20.06,3.31,0.17,2,0.7061855670103092,0.4790874524714831,1
Otolithoides biauritus,19.13,3.22,0.17,2,0.6582474226804123,0.4448669201520915,1
Otolithoides biauritus,18.94,3.22,0.17,2,0.6484536082474226,0.4448669201520915,1
Otolithoides biauritus,18.84,3.12,0.17,2,0.6432989690721649,0.4068441064638785,1
Otolithoides biauritus,19.06,3.31,0.17,2,0.6546391752577319,0.4790874524714831,1
Otolithoides biauritus,16.61,3.12,0.19,2,0.5283505154639174,0.4068441064638785,1
Otolithoides biauritus,20.48,3.25,0.16,2,0.7278350515463918,0.45627376425855515,1
Otolithoides biauritus,20.46,3.26,0.16,2,0.7268041237113403,0.46007604562737636,1
Otolithoides biauritus,17.97,3.19,0.18,2,0.5984536082474226,0.4334600760456274,1
Otolithoides biauritus,19.91,3.26,0.16,2,0.6984536082474226,0.46007604562737636,1
Otolithoides biauritus,17.84,3.16,0.18,2,0.5917525773195875,0.42205323193916355,1
Otolithoides biauritus,20.82,3.28,0.16,2,0.7453608247422681,0.467680608365019,1
Otolithoides biauritus,17.84,3.14,0.18,2,0.5917525773195875,0.4144486692015211,1
Otolithoides biauritus,18.51,3.19,0.17,2,0.6262886597938144,0.4334600760456274,1
Otolithoides biauritus,18.64,3.2,0.17,2,0.6329896907216495,0.43726235741444885,1
Otolithoides biauritus,18.24,3.16,0.17,2,0.6123711340206184,0.42205323193916355,1
Otolithoides biauritus,16.74,3.09,0.18,2,0.5350515463917525,0.3954372623574144,1
Otolithoides biauritus,18.46,3.13,0.17,2,0.6237113402061856,0.4106463878326997,1
Otolithoides biauritus,18.07,3.27,0.18,2,0.6036082474226803,0.4638783269961978,1
Otolithoides biauritus,16.67,3.21,0.19,2,0.5314432989690723,0.44106463878327007,1
Otolithoides biauritus,17.02,3.12,0.18,2,0.549484536082474,0.4068441064638785,1
Otolithoides biauritus,16.77,3.09,0.18,2,0.5365979381443298,0.3954372623574144,1
Otolithoides biauritus,20.43,3.25,0.16,2,0.725257731958763,0.45627376425855515,1
Otolithoides biauritus,18.19,3.12,0.17,2,0.6097938144329897,0.4068441064638785,1
Otolithoides biauritus,17.09,3.29,0.19,2,0.5530927835051547,0.47148288973384045,1
Otolithoides biauritus,19.54,3.19,0.16,2,0.6793814432989691,0.4334600760456274,1
Otolithoides biauritus,16.64,3.13,0.19,2,0.5298969072164947,0.4106463878326997,1
Otolithoides biauritus,19.14,3.12,0.16,2,0.658762886597938,0.4068441064638785,1
Otolithoides biauritus,16.28,3.1,0.19,2,0.511340206185567,0.3992395437262358,1
Otolithoides biauritus,19.89,3.16,0.16,2,0.6974226804123711,0.42205323193916355,1
Otolithoides biauritus,18.38,3.16,0.17,2,0.6195876288659792,0.42205323193916355,1
